wavelength a0v a2v a3v a5v a7v b0v b1v b3v b8v b9v f0v f2v f5v f6v f8v g0v g2v g5v g8v k0v k2v k3v k4v k5v k7v m0v m1v m2v m3v m4v m5v m6v o5v o9v
0.13450000000000004 1.148396 0.707192 0.176466 0.005078 0.001818 76.758209 51.763165 25.928602 5.553298 2.709998 0.000789 0.001218 0.00037 0.000394 0.000203 8e-06 8e-06 5.8e-05 0.0 0.0 0.000256 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.388572 68.8284
0.13500000000000004 1.041099 0.625617 0.156372 0.004925 0.001039 76.892059 52.460949 25.58445 5.308022 2.501105 0.000824 0.000823 0.000544 0.000697 0.000203 8.6e-05 7.8e-05 1.2e-05 0.0 0.0 0.000549 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.94284 70.51368
0.13550000000000004 0.968124 0.554425 0.135375 0.008155 0.001771 77.445564 52.395344 24.986406 5.268887 2.401984 0.001437 0.00213 0.000488 0.000706 0.000181 0.000169 0.000154 0.000129 0.0 0.0 0.000563 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.697521 70.88945
0.13600000000000004 0.997185 0.585936 0.147126 0.006243 0.001592 75.202354 51.094212 24.467216 5.096358 2.367673 0.001539 0.001934 0.000679 0.000466 0.000173 0.000196 0.000179 0.000183 0.0 0.0 0.0004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.939327 68.256683
0.13650000000000004 1.005895 0.586939 0.152137 0.001535 0.000564 74.610458 49.764641 23.690077 4.828528 2.221725 4.2e-05 0.000459 0.000343 0.0 0.000219 0.000253 0.000231 0.000164 0.0 0.0 0.000334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.472205 67.369926
0.13700000000000004 1.014634 0.57795 0.143659 0.001862 0.002774 74.100189 48.745865 23.507584 4.806313 2.175252 6.6e-05 0.0 0.000326 0.001468 0.000221 0.000148 0.000135 0.000119 0.0 0.0 0.000209 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.386893 68.334488
0.13750000000000004 1.075655 0.620958 0.162518 0.00703 0.001074 71.746628 46.816322 23.137611 4.927198 2.30955 0.000722 0.000463 0.000275 0.001413 0.000174 0.000233 0.000212 0.000146 0.0 0.0 0.000111 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.265371 66.845787
0.138 1.069204 0.617573 0.163347 0.008658 0.001471 70.372696 45.021603 22.569839 4.988113 2.370573 0.001266 0.000927 0.000482 0.000286 0.000214 0.000304 0.000277 0.00012 0.0 0.0 0.000248 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.594095 65.646118
0.1385 1.104056 0.626609 0.167811 0.004119 0.0 66.704506 41.802689 21.943096 4.967805 2.430576 0.000183 0.0 0.000443 3e-05 0.000239 0.00027 0.000246 0.000108 0.0 0.0 0.00041 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.101425 63.043907
0.139 1.125309 0.653152 0.166477 0.003104 0.002302 59.943005 34.00906 20.535585 4.988962 2.43136 7.5e-05 0.0 0.000436 0.000217 0.000254 7.4e-05 6.8e-05 0.000246 0.0 0.0 0.00077 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.106222 57.464581
0.1395 1.078729 0.648686 0.160943 0.004172 0.0 50.103031 30.684731 19.633612 4.855275 2.305964 0.000938 0.0 0.000642 9.6e-05 0.000304 0.000224 0.000204 0.000419 0.0 0.0 0.000748 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.218836 51.727757
0.14 1.100604 0.655104 0.156764 0.004213 0.0 52.738991 33.139011 20.237179 4.925387 2.360247 0.0 0.001238 0.000508 0.000213 0.000291 0.000319 0.000291 0.000359 0.0 0.0 0.000468 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.030488 51.638123
0.1405 1.154207 0.685234 0.169611 0.005551 0.000582 54.312225 36.203465 20.654678 4.798651 2.356357 0.0 0.002569 0.00036 5.6e-05 0.000255 0.000432 0.000394 0.000395 0.0 0.0 0.000596 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.692549 53.016109
0.14100000000000001 1.137578 0.670128 0.172429 0.000185 0.001786 60.012531 39.36824 20.547613 4.667179 2.21933 0.000868 5.7e-05 0.00026 9.8e-05 0.000233 0.000359 0.000328 0.000236 0.0 0.0 0.00045 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.465882 56.261356
0.14150000000000001 1.184795 0.700653 0.190395 0.001284 0.004654 61.452969 39.305023 20.258307 4.744822 2.264119 0.000625 0.0 0.000248 0.000649 0.000286 9.2e-05 8.4e-05 0.000127 0.0 0.0 0.000453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.188085 57.782391
0.14200000000000002 1.269107 0.74417 0.210136 0.00592 0.001037 59.305641 39.366703 20.551321 4.797952 2.449096 0.001091 0.000429 0.000474 0.000186 0.000266 0.0 0.0 0.000131 0.0 0.0 0.000478 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.972627 55.628418
0.14250000000000002 1.304509 0.79238 0.208977 0.007148 0.0 56.955635 38.312168 20.671408 4.924076 2.578576 0.002153 0.001141 0.000428 0.000343 0.000272 0.000141 0.000128 0.000217 0.0 0.0 0.000491 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.549244 52.151321
0.14300000000000002 1.219985 0.784451 0.204553 0.006368 0.0 55.779633 38.184937 20.721645 4.850498 2.48409 0.001572 0.001148 0.000638 0.000824 0.000318 0.000302 0.000276 0.000283 0.0 0.0 0.000294 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.381 52.059566
0.14350000000000002 1.186735 0.691923 0.189658 0.007133 0.001085 59.296753 38.694473 20.73418 4.759202 2.29085 0.001815 0.000343 0.000456 0.000674 0.000309 0.000219 0.0002 0.000181 0.0 0.0 0.00028 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.183895 56.030888
0.14400000000000002 1.309849 0.770701 0.214908 0.00723 0.001012 58.541019 39.381359 21.135206 4.947818 2.510709 0.001785 0.000546 0.000584 0.000377 0.000255 0.000376 0.000343 0.000215 0.0 0.0 0.00032 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.588732 55.21854
0.14450000000000002 1.406803 0.85267 0.234664 0.009398 0.005565 58.128235 40.190884 21.292837 5.139431 2.73823 0.001374 0.001474 0.000755 0.001225 0.000273 0.000779 0.000711 0.000314 0.0 0.0 0.000388 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.072426 54.245895
0.14500000000000002 1.486661 0.920204 0.254696 0.011723 0.006606 57.637035 39.479443 21.394447 5.324354 2.801205 0.001238 0.001069 0.000868 0.000916 0.000305 0.000619 0.000565 0.000347 0.0 0.0 0.000463 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.745475 53.339615
0.14550000000000002 1.484581 0.952583 0.263577 0.010506 0.00498 56.331577 38.483181 21.27816 5.405449 2.901477 0.002048 0.001171 0.000824 0.000259 0.000335 0.000301 0.000275 0.000303 0.0 0.0 0.000315 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.344063 51.114182
0.14600000000000002 1.451358 0.935521 0.255723 0.008776 0.001203 55.911293 38.428963 21.060345 5.330183 2.863502 0.00209 0.001766 0.000881 4.1e-05 0.000304 0.00014 0.000128 0.000162 0.0 0.0 0.000434 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.55809 51.116306
0.14650000000000002 1.365868 0.888617 0.243311 0.009922 0.002313 55.878323 37.326099 20.869003 5.153117 2.766492 0.001069 0.001335 0.000856 0.000347 0.000365 0.000196 0.000179 0.000277 0.0 0.0 0.00054 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.287302 53.3647
